"Time of Day","Process Name","PID","Operation","Path","Result","Detail","Event Class"
"17:24:30.1420019","infected-mt.exe","4872","RegOpenKey","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER","REPARSE","Desired Access: Read","Registry"
"17:24:30.1420506","infected-mt.exe","4872","RegOpenKey","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER","SUCCESS","Desired Access: Read","Registry"
"17:24:30.1420815","infected-mt.exe","4872","RegQueryValue","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER\DISABLED","NAME NOT FOUND","Length: 48","Registry"
"17:24:30.1420960","infected-mt.exe","4872","RegCloseKey","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER","SUCCESS","","Registry"
"17:24:30.1421125","infected-mt.exe","4872","RegOpenKey","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER","REPARSE","Desired Access: Read","Registry"
"17:24:30.1421237","infected-mt.exe","4872","RegOpenKey","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER","SUCCESS","Desired Access: Read","Registry"
"17:24:30.1421336","infected-mt.exe","4872","RegQueryValue","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER\ENABLED","SUCCESS","Type: REG_QWORD, Length: 8, Data: ","Registry"
"17:24:30.1421439","infected-mt.exe","4872","RegCloseKey","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER","SUCCESS","","Registry"
"17:24:30.1421568","infected-mt.exe","4872","RegOpenKey","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER","REPARSE","Desired Access: Read","Registry"
"17:24:30.1421661","infected-mt.exe","4872","RegOpenKey","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER","SUCCESS","Desired Access: Read","Registry"
"17:24:30.1421747","infected-mt.exe","4872","RegQueryValue","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER\ENABLED","SUCCESS","Type: REG_QWORD, Length: 8, Data: ","Registry"
"17:24:30.1421835","infected-mt.exe","4872","RegCloseKey","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER","SUCCESS","","Registry"
"17:24:30.1421920","infected-mt.exe","4872","RegOpenKey","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER","REPARSE","Desired Access: Read","Registry"
"17:24:30.1422009","infected-mt.exe","4872","RegOpenKey","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER","SUCCESS","Desired Access: Read","Registry"
"17:24:30.1422093","infected-mt.exe","4872","RegQueryValue","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER\DISABLED","NAME NOT FOUND","Length: 48","Registry"
"17:24:30.1422180","infected-mt.exe","4872","RegCloseKey","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER","SUCCESS","","Registry"
"17:24:30.1423728","infected-mt.exe","4872","RegOpenKey","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-392226398-2339587689-2385295141-1000","SUCCESS","Desired Access: All Access","Registry"
"17:24:30.1423894","infected-mt.exe","4872","RegQueryValue","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-392226398-2339587689-2385295141-1000\\Device\HarddiskVolume4\Windows\System32\conhost.exe","NAME NOT FOUND","Length: 40","Registry"
"17:24:30.1424169","infected-mt.exe","4872","RegCloseKey","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-392226398-2339587689-2385295141-1000","SUCCESS","","Registry"
"17:24:30.1424272","infected-mt.exe","4872","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\BAM","REPARSE","Desired Access: Query Value","Registry"
"17:24:30.1424385","infected-mt.exe","4872","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\BAM","NAME NOT FOUND","Desired Access: Query Value","Registry"
"17:24:30.1427778","Conhost.exe","848","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CodePage","REPARSE","Desired Access: Read","Registry"
"17:24:30.1427904","Conhost.exe","848","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CodePage","SUCCESS","Desired Access: Read","Registry"
"17:24:30.1428044","Conhost.exe","848","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CodePage\ACP","SUCCESS","Type: REG_SZ, Length: 10, Data: 1252","Registry"
"17:24:30.1428227","Conhost.exe","848","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CodePage\OEMCP","SUCCESS","Type: REG_SZ, Length: 8, Data: 437","Registry"
"17:24:30.1428333","Conhost.exe","848","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\CodePage","SUCCESS","","Registry"
"17:24:30.1428996","Conhost.exe","848","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value","Registry"
"17:24:30.1429113","Conhost.exe","848","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value","Registry"
"17:24:30.1429238","Conhost.exe","848","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\RaiseExceptionOnPossibleDeadlock","NAME NOT FOUND","Length: 80","Registry"
"17:24:30.1429336","Conhost.exe","848","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","","Registry"
"17:24:30.1429437","Conhost.exe","848","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\Segment Heap","REPARSE","Desired Access: Query Value","Registry"
"17:24:30.1429607","Conhost.exe","848","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\Segment Heap","NAME NOT FOUND","Desired Access: Query Value","Registry"
"17:24:30.1429812","Conhost.exe","848","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys","Registry"
"17:24:30.1429915","Conhost.exe","848","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys","Registry"
"17:24:30.1430025","Conhost.exe","848","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24","Registry"
"17:24:30.1430123","Conhost.exe","848","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","","Registry"
"17:24:30.1431286","Conhost.exe","848","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\57a6ed1a-79f7-5011-b242-4784e5620cf7","NAME NOT FOUND","Length: 528","Registry"
"17:24:30.1432292","Conhost.exe","848","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys","Registry"
"17:24:30.1432425","Conhost.exe","848","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys","Registry"
"17:24:30.1432566","Conhost.exe","848","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24","Registry"
"17:24:30.1432678","Conhost.exe","848","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","","Registry"
"17:24:30.1442924","Conhost.exe","848","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\3c74afb9-8d82-44e3-b52c-365dbf48382a","NAME NOT FOUND","Length: 528","Registry"
"17:24:30.1444702","Conhost.exe","848","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\b749553b-d950-5e03-6282-3145a61b1002","NAME NOT FOUND","Length: 528","Registry"
"17:24:30.1445314","Conhost.exe","848","RegOpenKey","HKLM\System\CurrentControlSet\Control\StateSeparation\RedirectionMap\Keys","REPARSE","Desired Access: Read","Registry"
"17:24:30.1445445","Conhost.exe","848","RegOpenKey","HKLM\System\CurrentControlSet\Control\StateSeparation\RedirectionMap\Keys","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:30.1446235","Conhost.exe","848","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\05f95efe-7f75-49c7-a994-60a55cc09571","NAME NOT FOUND","Length: 528","Registry"
"17:24:30.1448417","Conhost.exe","848","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","REPARSE","Desired Access: Query Value, Set Value","Registry"
"17:24:30.1448642","Conhost.exe","848","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","NAME NOT FOUND","Desired Access: Query Value, Set Value","Registry"
"17:24:30.1448771","Conhost.exe","848","RegOpenKey","HKLM\System\CurrentControlSet\Control\Srp\GP\DLL","REPARSE","Desired Access: Read","Registry"
"17:24:30.1448862","Conhost.exe","848","RegOpenKey","HKLM\System\CurrentControlSet\Control\Srp\GP\DLL","SUCCESS","Desired Access: Read","Registry"
"17:24:30.1449004","Conhost.exe","848","RegQueryKey","HKLM\System\CurrentControlSet\Control\Srp\Gp\DLL","SUCCESS","Query: Full, SubKeys: 1, Values: 0","Registry"
"17:24:30.1449120","Conhost.exe","848","RegCloseKey","HKLM\System\CurrentControlSet\Control\Srp\Gp\DLL","SUCCESS","","Registry"
"17:24:30.1449225","Conhost.exe","848","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers","SUCCESS","Desired Access: Query Value","Registry"
"17:24:30.1449399","Conhost.exe","848","RegQueryValue","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers\TransparentEnabled","NAME NOT FOUND","Length: 80","Registry"
"17:24:30.1449545","Conhost.exe","848","RegCloseKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers","SUCCESS","","Registry"
"17:24:30.1449789","Conhost.exe","848","RegOpenKey","HKCU\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers","NAME NOT FOUND","Desired Access: Query Value","Registry"
"17:24:30.1450039","Conhost.exe","848","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem\","REPARSE","Desired Access: Read","Registry"
"17:24:30.1450142","Conhost.exe","848","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS","Desired Access: Read","Registry"
"17:24:30.1450256","Conhost.exe","848","RegQueryValue","HKLM\System\CurrentControlSet\Control\FileSystem\LongPathsEnabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0","Registry"
"17:24:30.1450719","Conhost.exe","848","RegCloseKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS","","Registry"
"17:24:30.1457031","Conhost.exe","848","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions","REPARSE","Desired Access: Read","Registry"
"17:24:30.1457153","Conhost.exe","848","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions","SUCCESS","Desired Access: Read","Registry"
"17:24:30.1457284","Conhost.exe","848","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions\(Default)","SUCCESS","Type: REG_SZ, Length: 18, Data: 00060403","Registry"
"17:24:30.1457371","Conhost.exe","848","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions\000604xx","SUCCESS","Type: REG_SZ, Length: 26, Data: kernel32.dll","Registry"
"17:24:30.1458687","Conhost.exe","848","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value","Registry"
"17:24:30.1458765","Conhost.exe","848","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value","Registry"
"17:24:30.1458844","Conhost.exe","848","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\SmtDelaySleepLoopWindowSize","NAME NOT FOUND","Length: 80","Registry"
"17:24:30.1458903","Conhost.exe","848","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\SmtDelaySpinCountThreshold","NAME NOT FOUND","Length: 80","Registry"
"17:24:30.1458956","Conhost.exe","848","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\SmtDelayBaseYield","NAME NOT FOUND","Length: 80","Registry"
"17:24:30.1459005","Conhost.exe","848","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\SmtFactorYield","NAME NOT FOUND","Length: 80","Registry"
"17:24:30.1459055","Conhost.exe","848","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\SmtDelayMaxYield","NAME NOT FOUND","Length: 80","Registry"
"17:24:30.1459119","Conhost.exe","848","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","","Registry"
"17:24:30.1460631","Conhost.exe","848","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\770aa552-671a-5e97-579b-151709ec0dbd","NAME NOT FOUND","Length: 528","Registry"
"17:24:30.1461004","Conhost.exe","848","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\770aa552-671a-5e97-579b-151709ec0dbd","NAME NOT FOUND","Length: 528","Registry"
"17:24:30.1461628","Conhost.exe","848","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access","Registry"
"17:24:30.1461765","Conhost.exe","848","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0","Registry"
"17:24:30.1461832","Conhost.exe","848","RegOpenKey","HKCU\Console","SUCCESS","Desired Access: Read","Registry"
"17:24:30.1461920","Conhost.exe","848","RegQueryValue","HKCU\Console\ForceV2","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1","Registry"
"17:24:30.1462029","Conhost.exe","848","RegCloseKey","HKCU\Console","SUCCESS","","Registry"
"17:24:30.1471236","Conhost.exe","848","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys","Registry"
"17:24:30.1471370","Conhost.exe","848","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys","Registry"
"17:24:30.1471561","Conhost.exe","848","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24","Registry"
"17:24:30.1471654","Conhost.exe","848","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","","Registry"
"17:24:30.1472217","Conhost.exe","848","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\ca967c75-04bf-40b5-9a16-98b5f9332a92","NAME NOT FOUND","Length: 528","Registry"
"17:24:30.1472657","Conhost.exe","848","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\b6fd710b-f783-4b1c-ab9c-c68099dcc0c7","NAME NOT FOUND","Length: 528","Registry"
"17:24:30.1473672","Conhost.exe","848","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\bf30465b-e93c-46fd-9cdf-f41c8904a01f","NAME NOT FOUND","Length: 528","Registry"
"17:24:30.1474064","Conhost.exe","848","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\c1376338-0984-48b8-b933-9c7d779fd84d","NAME NOT FOUND","Length: 528","Registry"
"17:24:30.1474497","Conhost.exe","848","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access","Registry"
"17:24:30.1474596","Conhost.exe","848","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0","Registry"
"17:24:30.1474664","Conhost.exe","848","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\Console\TrueTypeFont","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access","Registry"
"17:24:30.1474915","Conhost.exe","848","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Console\TrueTypeFont","SUCCESS","Index: 0, Name: 0, Type: REG_SZ, Length: 30, Data: Lucida Console","Registry"
"17:24:30.1474999","Conhost.exe","848","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Console\TrueTypeFont","SUCCESS","Index: 1, Name: 00, Type: REG_SZ, Length: 18, Data: Consolas","Registry"
"17:24:30.1475060","Conhost.exe","848","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Console\TrueTypeFont","SUCCESS","Index: 2, Name: 932, Type: REG_SZ, Length: 18, Data: *ＭＳ ゴシック","Registry"
"17:24:30.1475122","Conhost.exe","848","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Console\TrueTypeFont","SUCCESS","Index: 3, Name: 936, Type: REG_SZ, Length: 10, Data: *新宋体","Registry"
"17:24:30.1475179","Conhost.exe","848","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Console\TrueTypeFont","NO MORE ENTRIES","Index: 4, Length: 2,048","Registry"
"17:24:30.1475258","Conhost.exe","848","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Console\TrueTypeFont","SUCCESS","","Registry"
"17:24:30.1476060","Conhost.exe","848","RegOpenKey","HKCU","SUCCESS","Desired Access: Read/Write","Registry"
"17:24:30.1476161","Conhost.exe","848","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0","Registry"
"17:24:30.1476229","Conhost.exe","848","RegOpenKey","HKCU\Console","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access","Registry"
"17:24:30.1476300","Conhost.exe","848","RegQueryKey","HKCU\Console","SUCCESS","Query: HandleTags, HandleTags: 0x0","Registry"
"17:24:30.1476357","Conhost.exe","848","RegOpenKey","HKCU\Console\%%Startup","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access","Registry"
"17:24:30.1476460","Conhost.exe","848","RegQueryValue","HKCU\Console\%%Startup\DelegationConsole","NAME NOT FOUND","Length: 90","Registry"
"17:24:30.1476519","Conhost.exe","848","RegQueryValue","HKCU\Console\%%Startup\DelegationTerminal","NAME NOT FOUND","Length: 90","Registry"
"17:24:30.1476891","Conhost.exe","848","RegCloseKey","HKCU\Console\%%Startup","SUCCESS","","Registry"
"17:24:30.1477048","Conhost.exe","848","RegCloseKey","HKCU\Console","SUCCESS","","Registry"
"17:24:30.1477126","Conhost.exe","848","RegCloseKey","HKCU","SUCCESS","","Registry"
"17:24:30.1493369","Conhost.exe","848","RegOpenKey","HKLM\System\CurrentControlSet\Control\Error Message Instrument\","REPARSE","Desired Access: Read","Registry"
"17:24:30.1493576","Conhost.exe","848","RegOpenKey","HKLM\System\CurrentControlSet\Control\Error Message Instrument","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:30.1493987","Conhost.exe","848","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\f25bcd2e-2690-55dc-3bc4-07b65b1b41c9","NAME NOT FOUND","Length: 528","Registry"
"17:24:30.1494733","Conhost.exe","848","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys","Registry"
"17:24:30.1494941","Conhost.exe","848","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\conhost.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys","Registry"
"17:24:30.1495062","Conhost.exe","848","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Display","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:30.1495232","Conhost.exe","848","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Display","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:30.1495306","Conhost.exe","848","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\conhost.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys","Registry"
"17:24:30.1495381","Conhost.exe","848","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Display","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:30.1495450","Conhost.exe","848","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Display","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:30.1495703","Conhost.exe","848","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","SUCCESS","Desired Access: Read","Registry"
"17:24:30.1495859","Conhost.exe","848","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize\DisableMetaFiles","NAME NOT FOUND","Length: 20","Registry"
"17:24:30.1495940","Conhost.exe","848","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","SUCCESS","","Registry"
"17:24:30.1496346","Conhost.exe","848","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\conhost.exe","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:30.1496635","Conhost.exe","848","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:30.1496769","Conhost.exe","848","RegOpenKey","HKCU\Software\Policies\Microsoft\Windows\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:30.1496911","Conhost.exe","848","RegOpenKey","HKCU\Control Panel\Desktop","SUCCESS","Desired Access: Read","Registry"
"17:24:30.1497031","Conhost.exe","848","RegQueryValue","HKCU\Control Panel\Desktop\EnablePerProcessSystemDPI","NAME NOT FOUND","Length: 20","Registry"
"17:24:30.1497160","Conhost.exe","848","RegCloseKey","HKCU\Control Panel\Desktop","SUCCESS","","Registry"
"17:24:30.1497852","Conhost.exe","848","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\Compatibility32","SUCCESS","Desired Access: Read","Registry"
"17:24:30.1498011","Conhost.exe","848","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Compatibility32\conhost","NAME NOT FOUND","Length: 172","Registry"
"17:24:30.1498149","Conhost.exe","848","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Compatibility32","SUCCESS","","Registry"
"17:24:30.1498259","Conhost.exe","848","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\IME Compatibility","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:30.1499909","Conhost.exe","848","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access","Registry"
"17:24:30.1500123","Conhost.exe","848","RegOpenKey","HKCU\Control Panel\Desktop\MuiCached\MachineLanguageConfiguration","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:30.1500335","Conhost.exe","848","RegCloseKey","HKCU","SUCCESS","","Registry"
"17:24:30.1500483","Conhost.exe","848","RegOpenKey","HKLM\Software\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:30.1500616","Conhost.exe","848","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access","Registry"
"17:24:30.1500723","Conhost.exe","848","RegOpenKey","HKCU\Software\Policies\Microsoft\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:30.1500829","Conhost.exe","848","RegOpenKey","HKCU\Control Panel\Desktop\LanguageConfiguration","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:30.1500931","Conhost.exe","848","RegCloseKey","HKCU","SUCCESS","","Registry"
"17:24:30.1501032","Conhost.exe","848","RegOpenKey","HKLM\Software\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:30.1501139","Conhost.exe","848","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access","Registry"
"17:24:30.1501241","Conhost.exe","848","RegOpenKey","HKCU\Software\Policies\Microsoft\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read","Registry"
