"Time of Day","Process Name","PID","Operation","Path","Result","Detail","Event Class"
"17:24:25.6172405","infected-mtd.exe","6140","RegOpenKey","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER","REPARSE","Desired Access: Read","Registry"
"17:24:25.6172500","infected-mtd.exe","6140","RegOpenKey","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER","SUCCESS","Desired Access: Read","Registry"
"17:24:25.6172593","infected-mtd.exe","6140","RegQueryValue","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER\ENABLED","SUCCESS","Type: REG_QWORD, Length: 8, Data: ","Registry"
"17:24:25.6172685","infected-mtd.exe","6140","RegCloseKey","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER","SUCCESS","","Registry"
"17:24:25.6172803","infected-mtd.exe","6140","RegOpenKey","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER","REPARSE","Desired Access: Read","Registry"
"17:24:25.6172892","infected-mtd.exe","6140","RegOpenKey","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER","SUCCESS","Desired Access: Read","Registry"
"17:24:25.6172978","infected-mtd.exe","6140","RegQueryValue","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER\ENABLED","SUCCESS","Type: REG_QWORD, Length: 8, Data: ","Registry"
"17:24:25.6173065","infected-mtd.exe","6140","RegCloseKey","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER","SUCCESS","","Registry"
"17:24:25.6173154","infected-mtd.exe","6140","RegOpenKey","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER","REPARSE","Desired Access: Read","Registry"
"17:24:25.6173254","infected-mtd.exe","6140","RegOpenKey","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER","SUCCESS","Desired Access: Read","Registry"
"17:24:25.6173341","infected-mtd.exe","6140","RegQueryValue","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER\DISABLED","NAME NOT FOUND","Length: 48","Registry"
"17:24:25.6173432","infected-mtd.exe","6140","RegCloseKey","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER","SUCCESS","","Registry"
"17:24:25.6174792","infected-mtd.exe","6140","RegOpenKey","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-392226398-2339587689-2385295141-1000","SUCCESS","Desired Access: All Access","Registry"
"17:24:25.6174918","infected-mtd.exe","6140","RegQueryValue","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-392226398-2339587689-2385295141-1000\\Device\HarddiskVolume4\Windows\System32\conhost.exe","NAME NOT FOUND","Length: 40","Registry"
"17:24:25.6175106","infected-mtd.exe","6140","RegCloseKey","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-392226398-2339587689-2385295141-1000","SUCCESS","","Registry"
"17:24:25.6175218","infected-mtd.exe","6140","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\BAM","REPARSE","Desired Access: Query Value","Registry"
"17:24:25.6175319","infected-mtd.exe","6140","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\BAM","NAME NOT FOUND","Desired Access: Query Value","Registry"
"17:24:25.6178468","Conhost.exe","6788","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CodePage","REPARSE","Desired Access: Read","Registry"
"17:24:25.6178572","Conhost.exe","6788","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CodePage","SUCCESS","Desired Access: Read","Registry"
"17:24:25.6178667","Conhost.exe","6788","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CodePage\ACP","SUCCESS","Type: REG_SZ, Length: 10, Data: 1252","Registry"
"17:24:25.6178754","Conhost.exe","6788","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CodePage\OEMCP","SUCCESS","Type: REG_SZ, Length: 8, Data: 437","Registry"
"17:24:25.6178822","Conhost.exe","6788","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\CodePage","SUCCESS","","Registry"
"17:24:25.6179527","Conhost.exe","6788","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value","Registry"
"17:24:25.6179608","Conhost.exe","6788","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value","Registry"
"17:24:25.6179685","Conhost.exe","6788","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\RaiseExceptionOnPossibleDeadlock","NAME NOT FOUND","Length: 80","Registry"
"17:24:25.6179751","Conhost.exe","6788","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","","Registry"
"17:24:25.6179822","Conhost.exe","6788","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\Segment Heap","REPARSE","Desired Access: Query Value","Registry"
"17:24:25.6179887","Conhost.exe","6788","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\Segment Heap","NAME NOT FOUND","Desired Access: Query Value","Registry"
"17:24:25.6180059","Conhost.exe","6788","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys","Registry"
"17:24:25.6180126","Conhost.exe","6788","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys","Registry"
"17:24:25.6180191","Conhost.exe","6788","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24","Registry"
"17:24:25.6180254","Conhost.exe","6788","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","","Registry"
"17:24:25.6181324","Conhost.exe","6788","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\57a6ed1a-79f7-5011-b242-4784e5620cf7","NAME NOT FOUND","Length: 528","Registry"
"17:24:25.6181940","Conhost.exe","6788","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys","Registry"
"17:24:25.6182028","Conhost.exe","6788","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys","Registry"
"17:24:25.6182104","Conhost.exe","6788","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24","Registry"
"17:24:25.6182177","Conhost.exe","6788","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","","Registry"
"17:24:25.6191759","Conhost.exe","6788","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\3c74afb9-8d82-44e3-b52c-365dbf48382a","NAME NOT FOUND","Length: 528","Registry"
"17:24:25.6193194","Conhost.exe","6788","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\b749553b-d950-5e03-6282-3145a61b1002","NAME NOT FOUND","Length: 528","Registry"
"17:24:25.6193523","Conhost.exe","6788","RegOpenKey","HKLM\System\CurrentControlSet\Control\StateSeparation\RedirectionMap\Keys","REPARSE","Desired Access: Read","Registry"
"17:24:25.6193626","Conhost.exe","6788","RegOpenKey","HKLM\System\CurrentControlSet\Control\StateSeparation\RedirectionMap\Keys","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:25.6194047","Conhost.exe","6788","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\05f95efe-7f75-49c7-a994-60a55cc09571","NAME NOT FOUND","Length: 528","Registry"
"17:24:25.6195490","Conhost.exe","6788","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","REPARSE","Desired Access: Query Value, Set Value","Registry"
"17:24:25.6195561","Conhost.exe","6788","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","NAME NOT FOUND","Desired Access: Query Value, Set Value","Registry"
"17:24:25.6195651","Conhost.exe","6788","RegOpenKey","HKLM\System\CurrentControlSet\Control\Srp\GP\DLL","REPARSE","Desired Access: Read","Registry"
"17:24:25.6195712","Conhost.exe","6788","RegOpenKey","HKLM\System\CurrentControlSet\Control\Srp\GP\DLL","SUCCESS","Desired Access: Read","Registry"
"17:24:25.6195811","Conhost.exe","6788","RegQueryKey","HKLM\System\CurrentControlSet\Control\Srp\Gp\DLL","SUCCESS","Query: Full, SubKeys: 1, Values: 0","Registry"
"17:24:25.6195887","Conhost.exe","6788","RegCloseKey","HKLM\System\CurrentControlSet\Control\Srp\Gp\DLL","SUCCESS","","Registry"
"17:24:25.6195948","Conhost.exe","6788","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers","SUCCESS","Desired Access: Query Value","Registry"
"17:24:25.6196067","Conhost.exe","6788","RegQueryValue","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers\TransparentEnabled","NAME NOT FOUND","Length: 80","Registry"
"17:24:25.6196133","Conhost.exe","6788","RegCloseKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers","SUCCESS","","Registry"
"17:24:25.6196217","Conhost.exe","6788","RegOpenKey","HKCU\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers","NAME NOT FOUND","Desired Access: Query Value","Registry"
"17:24:25.6196407","Conhost.exe","6788","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem\","REPARSE","Desired Access: Read","Registry"
"17:24:25.6196468","Conhost.exe","6788","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS","Desired Access: Read","Registry"
"17:24:25.6196541","Conhost.exe","6788","RegQueryValue","HKLM\System\CurrentControlSet\Control\FileSystem\LongPathsEnabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0","Registry"
"17:24:25.6196611","Conhost.exe","6788","RegCloseKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS","","Registry"
"17:24:25.6203770","Conhost.exe","6788","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions","REPARSE","Desired Access: Read","Registry"
"17:24:25.6203894","Conhost.exe","6788","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions","SUCCESS","Desired Access: Read","Registry"
"17:24:25.6204031","Conhost.exe","6788","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions\(Default)","SUCCESS","Type: REG_SZ, Length: 18, Data: 00060403","Registry"
"17:24:25.6204122","Conhost.exe","6788","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions\000604xx","SUCCESS","Type: REG_SZ, Length: 26, Data: kernel32.dll","Registry"
"17:24:25.6205391","Conhost.exe","6788","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value","Registry"
"17:24:25.6205484","Conhost.exe","6788","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value","Registry"
"17:24:25.6205571","Conhost.exe","6788","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\SmtDelaySleepLoopWindowSize","NAME NOT FOUND","Length: 80","Registry"
"17:24:25.6205627","Conhost.exe","6788","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\SmtDelaySpinCountThreshold","NAME NOT FOUND","Length: 80","Registry"
"17:24:25.6205681","Conhost.exe","6788","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\SmtDelayBaseYield","NAME NOT FOUND","Length: 80","Registry"
"17:24:25.6205731","Conhost.exe","6788","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\SmtFactorYield","NAME NOT FOUND","Length: 80","Registry"
"17:24:25.6205782","Conhost.exe","6788","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\SmtDelayMaxYield","NAME NOT FOUND","Length: 80","Registry"
"17:24:25.6205847","Conhost.exe","6788","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","","Registry"
"17:24:25.6207178","Conhost.exe","6788","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\770aa552-671a-5e97-579b-151709ec0dbd","NAME NOT FOUND","Length: 528","Registry"
"17:24:25.6207548","Conhost.exe","6788","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\770aa552-671a-5e97-579b-151709ec0dbd","NAME NOT FOUND","Length: 528","Registry"
"17:24:25.6208393","Conhost.exe","6788","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access","Registry"
"17:24:25.6208521","Conhost.exe","6788","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0","Registry"
"17:24:25.6208584","Conhost.exe","6788","RegOpenKey","HKCU\Console","SUCCESS","Desired Access: Read","Registry"
"17:24:25.6208715","Conhost.exe","6788","RegQueryValue","HKCU\Console\ForceV2","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1","Registry"
"17:24:25.6208822","Conhost.exe","6788","RegCloseKey","HKCU\Console","SUCCESS","","Registry"
"17:24:25.6218961","Conhost.exe","6788","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys","Registry"
"17:24:25.6219103","Conhost.exe","6788","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys","Registry"
"17:24:25.6219217","Conhost.exe","6788","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24","Registry"
"17:24:25.6219313","Conhost.exe","6788","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","","Registry"
"17:24:25.6219983","Conhost.exe","6788","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\ca967c75-04bf-40b5-9a16-98b5f9332a92","NAME NOT FOUND","Length: 528","Registry"
"17:24:25.6220669","Conhost.exe","6788","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\b6fd710b-f783-4b1c-ab9c-c68099dcc0c7","NAME NOT FOUND","Length: 528","Registry"
"17:24:25.6221582","Conhost.exe","6788","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\bf30465b-e93c-46fd-9cdf-f41c8904a01f","NAME NOT FOUND","Length: 528","Registry"
"17:24:25.6221938","Conhost.exe","6788","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\c1376338-0984-48b8-b933-9c7d779fd84d","NAME NOT FOUND","Length: 528","Registry"
"17:24:25.6222450","Conhost.exe","6788","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access","Registry"
"17:24:25.6222555","Conhost.exe","6788","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0","Registry"
"17:24:25.6222617","Conhost.exe","6788","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\Console\TrueTypeFont","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access","Registry"
"17:24:25.6222858","Conhost.exe","6788","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Console\TrueTypeFont","SUCCESS","Index: 0, Name: 0, Type: REG_SZ, Length: 30, Data: Lucida Console","Registry"
"17:24:25.6222934","Conhost.exe","6788","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Console\TrueTypeFont","SUCCESS","Index: 1, Name: 00, Type: REG_SZ, Length: 18, Data: Consolas","Registry"
"17:24:25.6222997","Conhost.exe","6788","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Console\TrueTypeFont","SUCCESS","Index: 2, Name: 932, Type: REG_SZ, Length: 18, Data: *ＭＳ ゴシック","Registry"
"17:24:25.6223057","Conhost.exe","6788","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Console\TrueTypeFont","SUCCESS","Index: 3, Name: 936, Type: REG_SZ, Length: 10, Data: *新宋体","Registry"
"17:24:25.6223115","Conhost.exe","6788","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Console\TrueTypeFont","NO MORE ENTRIES","Index: 4, Length: 2,048","Registry"
"17:24:25.6223190","Conhost.exe","6788","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Console\TrueTypeFont","SUCCESS","","Registry"
"17:24:25.6224182","Conhost.exe","6788","RegOpenKey","HKCU","SUCCESS","Desired Access: Read/Write","Registry"
"17:24:25.6224294","Conhost.exe","6788","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0","Registry"
"17:24:25.6224365","Conhost.exe","6788","RegOpenKey","HKCU\Console","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access","Registry"
"17:24:25.6224443","Conhost.exe","6788","RegQueryKey","HKCU\Console","SUCCESS","Query: HandleTags, HandleTags: 0x0","Registry"
"17:24:25.6224503","Conhost.exe","6788","RegOpenKey","HKCU\Console\%%Startup","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access","Registry"
"17:24:25.6224647","Conhost.exe","6788","RegQueryValue","HKCU\Console\%%Startup\DelegationConsole","NAME NOT FOUND","Length: 90","Registry"
"17:24:25.6224706","Conhost.exe","6788","RegQueryValue","HKCU\Console\%%Startup\DelegationTerminal","NAME NOT FOUND","Length: 90","Registry"
"17:24:25.6224779","Conhost.exe","6788","RegCloseKey","HKCU\Console\%%Startup","SUCCESS","","Registry"
"17:24:25.6224843","Conhost.exe","6788","RegCloseKey","HKCU\Console","SUCCESS","","Registry"
"17:24:25.6224901","Conhost.exe","6788","RegCloseKey","HKCU","SUCCESS","","Registry"
"17:24:25.6243204","Conhost.exe","6788","RegOpenKey","HKLM\System\CurrentControlSet\Control\Error Message Instrument\","REPARSE","Desired Access: Read","Registry"
"17:24:25.6243310","Conhost.exe","6788","RegOpenKey","HKLM\System\CurrentControlSet\Control\Error Message Instrument","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:25.6243733","Conhost.exe","6788","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\f25bcd2e-2690-55dc-3bc4-07b65b1b41c9","NAME NOT FOUND","Length: 528","Registry"
"17:24:25.6244359","Conhost.exe","6788","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys","Registry"
"17:24:25.6244492","Conhost.exe","6788","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\conhost.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys","Registry"
"17:24:25.6244684","Conhost.exe","6788","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Display","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:25.6244875","Conhost.exe","6788","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Display","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:25.6244948","Conhost.exe","6788","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\conhost.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys","Registry"
"17:24:25.6245355","Conhost.exe","6788","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Display","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:25.6245473","Conhost.exe","6788","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Display","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:25.6245769","Conhost.exe","6788","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","SUCCESS","Desired Access: Read","Registry"
"17:24:25.6245900","Conhost.exe","6788","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize\DisableMetaFiles","NAME NOT FOUND","Length: 20","Registry"
"17:24:25.6245980","Conhost.exe","6788","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","SUCCESS","","Registry"
"17:24:25.6246568","Conhost.exe","6788","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\conhost.exe","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:25.6246788","Conhost.exe","6788","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:25.6246929","Conhost.exe","6788","RegOpenKey","HKCU\Software\Policies\Microsoft\Windows\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:25.6247065","Conhost.exe","6788","RegOpenKey","HKCU\Control Panel\Desktop","SUCCESS","Desired Access: Read","Registry"
"17:24:25.6247256","Conhost.exe","6788","RegQueryValue","HKCU\Control Panel\Desktop\EnablePerProcessSystemDPI","NAME NOT FOUND","Length: 20","Registry"
"17:24:25.6247388","Conhost.exe","6788","RegCloseKey","HKCU\Control Panel\Desktop","SUCCESS","","Registry"
"17:24:25.6248102","Conhost.exe","6788","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\Compatibility32","SUCCESS","Desired Access: Read","Registry"
"17:24:25.6248293","Conhost.exe","6788","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Compatibility32\conhost","NAME NOT FOUND","Length: 172","Registry"
"17:24:25.6248404","Conhost.exe","6788","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Compatibility32","SUCCESS","","Registry"
"17:24:25.6248517","Conhost.exe","6788","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\IME Compatibility","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:25.6250287","Conhost.exe","6788","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access","Registry"
"17:24:25.6250442","Conhost.exe","6788","RegOpenKey","HKCU\Control Panel\Desktop\MuiCached\MachineLanguageConfiguration","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:25.6250566","Conhost.exe","6788","RegCloseKey","HKCU","SUCCESS","","Registry"
"17:24:25.6250666","Conhost.exe","6788","RegOpenKey","HKLM\Software\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:25.6250796","Conhost.exe","6788","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access","Registry"
"17:24:25.6250953","Conhost.exe","6788","RegOpenKey","HKCU\Software\Policies\Microsoft\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:25.6251056","Conhost.exe","6788","RegOpenKey","HKCU\Control Panel\Desktop\LanguageConfiguration","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:25.6251176","Conhost.exe","6788","RegCloseKey","HKCU","SUCCESS","","Registry"
"17:24:25.6251323","Conhost.exe","6788","RegOpenKey","HKLM\Software\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read","Registry"
