"Time of Day","Process Name","PID","Operation","Path","Result","Detail","Event Class"
"17:24:31.9988907","Conhost.exe","4400","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\ca967c75-04bf-40b5-9a16-98b5f9332a92","NAME NOT FOUND","Length: 528","Registry"
"17:24:31.9989360","Conhost.exe","4400","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\b6fd710b-f783-4b1c-ab9c-c68099dcc0c7","NAME NOT FOUND","Length: 528","Registry"
"17:24:31.9990287","Conhost.exe","4400","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\bf30465b-e93c-46fd-9cdf-f41c8904a01f","NAME NOT FOUND","Length: 528","Registry"
"17:24:31.9990628","Conhost.exe","4400","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\c1376338-0984-48b8-b933-9c7d779fd84d","NAME NOT FOUND","Length: 528","Registry"
"17:24:31.9991166","Conhost.exe","4400","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access","Registry"
"17:24:31.9991274","Conhost.exe","4400","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0","Registry"
"17:24:31.9991340","Conhost.exe","4400","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\Console\TrueTypeFont","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access","Registry"
"17:24:31.9991677","Conhost.exe","4400","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Console\TrueTypeFont","SUCCESS","Index: 0, Name: 0, Type: REG_SZ, Length: 30, Data: Lucida Console","Registry"
"17:24:31.9991756","Conhost.exe","4400","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Console\TrueTypeFont","SUCCESS","Index: 1, Name: 00, Type: REG_SZ, Length: 18, Data: Consolas","Registry"
"17:24:31.9991816","Conhost.exe","4400","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Console\TrueTypeFont","SUCCESS","Index: 2, Name: 932, Type: REG_SZ, Length: 18, Data: *ＭＳ ゴシック","Registry"
"17:24:31.9991878","Conhost.exe","4400","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Console\TrueTypeFont","SUCCESS","Index: 3, Name: 936, Type: REG_SZ, Length: 10, Data: *新宋体","Registry"
"17:24:31.9991935","Conhost.exe","4400","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Console\TrueTypeFont","NO MORE ENTRIES","Index: 4, Length: 2,048","Registry"
"17:24:31.9992015","Conhost.exe","4400","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Console\TrueTypeFont","SUCCESS","","Registry"
"17:24:31.9992957","Conhost.exe","4400","RegOpenKey","HKCU","SUCCESS","Desired Access: Read/Write","Registry"
"17:24:31.9993054","Conhost.exe","4400","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0","Registry"
"17:24:31.9993117","Conhost.exe","4400","RegOpenKey","HKCU\Console","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access","Registry"
"17:24:31.9993193","Conhost.exe","4400","RegQueryKey","HKCU\Console","SUCCESS","Query: HandleTags, HandleTags: 0x0","Registry"
"17:24:31.9993251","Conhost.exe","4400","RegOpenKey","HKCU\Console\%%Startup","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access","Registry"
"17:24:31.9993350","Conhost.exe","4400","RegQueryValue","HKCU\Console\%%Startup\DelegationConsole","NAME NOT FOUND","Length: 90","Registry"
"17:24:31.9993409","Conhost.exe","4400","RegQueryValue","HKCU\Console\%%Startup\DelegationTerminal","NAME NOT FOUND","Length: 90","Registry"
"17:24:31.9993477","Conhost.exe","4400","RegCloseKey","HKCU\Console\%%Startup","SUCCESS","","Registry"
"17:24:31.9993541","Conhost.exe","4400","RegCloseKey","HKCU\Console","SUCCESS","","Registry"
"17:24:31.9993600","Conhost.exe","4400","RegCloseKey","HKCU","SUCCESS","","Registry"
"17:24:32.0014660","Conhost.exe","4400","RegOpenKey","HKLM\System\CurrentControlSet\Control\Error Message Instrument\","REPARSE","Desired Access: Read","Registry"
"17:24:32.0014804","Conhost.exe","4400","RegOpenKey","HKLM\System\CurrentControlSet\Control\Error Message Instrument","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:32.0015231","Conhost.exe","4400","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\f25bcd2e-2690-55dc-3bc4-07b65b1b41c9","NAME NOT FOUND","Length: 528","Registry"
"17:24:32.0015887","Conhost.exe","4400","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys","Registry"
"17:24:32.0016055","Conhost.exe","4400","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\conhost.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys","Registry"
"17:24:32.0016196","Conhost.exe","4400","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Display","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:32.0016547","Conhost.exe","4400","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Display","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:32.0016657","Conhost.exe","4400","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\conhost.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys","Registry"
"17:24:32.0016774","Conhost.exe","4400","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Display","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:32.0016879","Conhost.exe","4400","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Display","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:32.0017198","Conhost.exe","4400","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","SUCCESS","Desired Access: Read","Registry"
"17:24:32.0017403","Conhost.exe","4400","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize\DisableMetaFiles","NAME NOT FOUND","Length: 20","Registry"
"17:24:32.0017509","Conhost.exe","4400","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","SUCCESS","","Registry"
"17:24:32.0018378","Conhost.exe","4400","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\conhost.exe","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:32.0018703","Conhost.exe","4400","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:32.0018947","Conhost.exe","4400","RegOpenKey","HKCU\Software\Policies\Microsoft\Windows\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:32.0019112","Conhost.exe","4400","RegOpenKey","HKCU\Control Panel\Desktop","SUCCESS","Desired Access: Read","Registry"
"17:24:32.0019248","Conhost.exe","4400","RegQueryValue","HKCU\Control Panel\Desktop\EnablePerProcessSystemDPI","NAME NOT FOUND","Length: 20","Registry"
"17:24:32.0019378","Conhost.exe","4400","RegCloseKey","HKCU\Control Panel\Desktop","SUCCESS","","Registry"
"17:24:32.0020185","Conhost.exe","4400","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\Compatibility32","SUCCESS","Desired Access: Read","Registry"
"17:24:32.0020365","Conhost.exe","4400","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Compatibility32\conhost","NAME NOT FOUND","Length: 172","Registry"
"17:24:32.0020472","Conhost.exe","4400","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Compatibility32","SUCCESS","","Registry"
"17:24:32.0020596","Conhost.exe","4400","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\IME Compatibility","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:32.0022561","Conhost.exe","4400","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access","Registry"
"17:24:32.0022814","Conhost.exe","4400","RegOpenKey","HKCU\Control Panel\Desktop\MuiCached\MachineLanguageConfiguration","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:32.0023069","Conhost.exe","4400","RegCloseKey","HKCU","SUCCESS","","Registry"
"17:24:32.0023248","Conhost.exe","4400","RegOpenKey","HKLM\Software\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:32.0023406","Conhost.exe","4400","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access","Registry"
"17:24:32.0023522","Conhost.exe","4400","RegOpenKey","HKCU\Software\Policies\Microsoft\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:32.0023629","Conhost.exe","4400","RegOpenKey","HKCU\Control Panel\Desktop\LanguageConfiguration","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:32.0023739","Conhost.exe","4400","RegCloseKey","HKCU","SUCCESS","","Registry"
"17:24:32.0023909","Conhost.exe","4400","RegOpenKey","HKLM\Software\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read","Registry"
