"Time of Day","Process Name","PID","Operation","Path","Result","Detail","Event Class"
"17:24:28.0716543","infected-md.exe","5048","RegCloseKey","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER","SUCCESS","","Registry"
"17:24:28.0716643","infected-md.exe","5048","RegOpenKey","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER","REPARSE","Desired Access: Read","Registry"
"17:24:28.0716807","infected-md.exe","5048","RegOpenKey","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER","SUCCESS","Desired Access: Read","Registry"
"17:24:28.0716976","infected-md.exe","5048","RegQueryValue","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER\ENABLED","SUCCESS","Type: REG_QWORD, Length: 8, Data: ","Registry"
"17:24:28.0717124","infected-md.exe","5048","RegCloseKey","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER","SUCCESS","","Registry"
"17:24:28.0717646","infected-md.exe","5048","RegOpenKey","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER","REPARSE","Desired Access: Read","Registry"
"17:24:28.0717866","infected-md.exe","5048","RegOpenKey","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER","SUCCESS","Desired Access: Read","Registry"
"17:24:28.0718027","infected-md.exe","5048","RegQueryValue","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER\ENABLED","SUCCESS","Type: REG_QWORD, Length: 8, Data: ","Registry"
"17:24:28.0718196","infected-md.exe","5048","RegCloseKey","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER","SUCCESS","","Registry"
"17:24:28.0718427","infected-md.exe","5048","RegOpenKey","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER","REPARSE","Desired Access: Read","Registry"
"17:24:28.0718579","infected-md.exe","5048","RegOpenKey","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER","SUCCESS","Desired Access: Read","Registry"
"17:24:28.0718731","infected-md.exe","5048","RegQueryValue","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER\DISABLED","NAME NOT FOUND","Length: 48","Registry"
"17:24:28.0718869","infected-md.exe","5048","RegCloseKey","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER","SUCCESS","","Registry"
"17:24:28.0721184","infected-md.exe","5048","RegOpenKey","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-392226398-2339587689-2385295141-1000","SUCCESS","Desired Access: All Access","Registry"
"17:24:28.0721404","infected-md.exe","5048","RegQueryValue","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-392226398-2339587689-2385295141-1000\\Device\HarddiskVolume4\Windows\System32\conhost.exe","NAME NOT FOUND","Length: 40","Registry"
"17:24:28.0721800","infected-md.exe","5048","RegCloseKey","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-392226398-2339587689-2385295141-1000","SUCCESS","","Registry"
"17:24:28.0721987","infected-md.exe","5048","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\BAM","REPARSE","Desired Access: Query Value","Registry"
"17:24:28.0722154","infected-md.exe","5048","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\BAM","NAME NOT FOUND","Desired Access: Query Value","Registry"
"17:24:28.0726575","Conhost.exe","7100","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CodePage","REPARSE","Desired Access: Read","Registry"
"17:24:28.0726736","Conhost.exe","7100","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CodePage","SUCCESS","Desired Access: Read","Registry"
"17:24:28.0726951","Conhost.exe","7100","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CodePage\ACP","SUCCESS","Type: REG_SZ, Length: 10, Data: 1252","Registry"
"17:24:28.0727097","Conhost.exe","7100","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CodePage\OEMCP","SUCCESS","Type: REG_SZ, Length: 8, Data: 437","Registry"
"17:24:28.0727205","Conhost.exe","7100","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\CodePage","SUCCESS","","Registry"
"17:24:28.0728134","Conhost.exe","7100","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value","Registry"
"17:24:28.0728301","Conhost.exe","7100","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value","Registry"
"17:24:28.0728430","Conhost.exe","7100","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\RaiseExceptionOnPossibleDeadlock","NAME NOT FOUND","Length: 80","Registry"
"17:24:28.0728557","Conhost.exe","7100","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","","Registry"
"17:24:28.0728704","Conhost.exe","7100","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\Segment Heap","REPARSE","Desired Access: Query Value","Registry"
"17:24:28.0728803","Conhost.exe","7100","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\Segment Heap","NAME NOT FOUND","Desired Access: Query Value","Registry"
"17:24:28.0729029","Conhost.exe","7100","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys","Registry"
"17:24:28.0729133","Conhost.exe","7100","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys","Registry"
"17:24:28.0729227","Conhost.exe","7100","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24","Registry"
"17:24:28.0729325","Conhost.exe","7100","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","","Registry"
"17:24:28.0730526","Conhost.exe","7100","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\57a6ed1a-79f7-5011-b242-4784e5620cf7","NAME NOT FOUND","Length: 528","Registry"
"17:24:28.0731383","Conhost.exe","7100","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys","Registry"
"17:24:28.0731507","Conhost.exe","7100","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys","Registry"
"17:24:28.0731621","Conhost.exe","7100","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24","Registry"
"17:24:28.0731740","Conhost.exe","7100","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","","Registry"
"17:24:28.0742891","Conhost.exe","7100","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\3c74afb9-8d82-44e3-b52c-365dbf48382a","NAME NOT FOUND","Length: 528","Registry"
"17:24:28.0744118","Conhost.exe","7100","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\b749553b-d950-5e03-6282-3145a61b1002","NAME NOT FOUND","Length: 528","Registry"
"17:24:28.0744443","Conhost.exe","7100","RegOpenKey","HKLM\System\CurrentControlSet\Control\StateSeparation\RedirectionMap\Keys","REPARSE","Desired Access: Read","Registry"
"17:24:28.0744557","Conhost.exe","7100","RegOpenKey","HKLM\System\CurrentControlSet\Control\StateSeparation\RedirectionMap\Keys","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:28.0744942","Conhost.exe","7100","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\05f95efe-7f75-49c7-a994-60a55cc09571","NAME NOT FOUND","Length: 528","Registry"
"17:24:28.0746568","Conhost.exe","7100","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","REPARSE","Desired Access: Query Value, Set Value","Registry"
"17:24:28.0746640","Conhost.exe","7100","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","NAME NOT FOUND","Desired Access: Query Value, Set Value","Registry"
"17:24:28.0746734","Conhost.exe","7100","RegOpenKey","HKLM\System\CurrentControlSet\Control\Srp\GP\DLL","REPARSE","Desired Access: Read","Registry"
"17:24:28.0746801","Conhost.exe","7100","RegOpenKey","HKLM\System\CurrentControlSet\Control\Srp\GP\DLL","SUCCESS","Desired Access: Read","Registry"
"17:24:28.0746909","Conhost.exe","7100","RegQueryKey","HKLM\System\CurrentControlSet\Control\Srp\Gp\DLL","SUCCESS","Query: Full, SubKeys: 1, Values: 0","Registry"
"17:24:28.0746994","Conhost.exe","7100","RegCloseKey","HKLM\System\CurrentControlSet\Control\Srp\Gp\DLL","SUCCESS","","Registry"
"17:24:28.0747060","Conhost.exe","7100","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers","SUCCESS","Desired Access: Query Value","Registry"
"17:24:28.0747188","Conhost.exe","7100","RegQueryValue","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers\TransparentEnabled","NAME NOT FOUND","Length: 80","Registry"
"17:24:28.0747263","Conhost.exe","7100","RegCloseKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers","SUCCESS","","Registry"
"17:24:28.0747350","Conhost.exe","7100","RegOpenKey","HKCU\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers","NAME NOT FOUND","Desired Access: Query Value","Registry"
"17:24:28.0747530","Conhost.exe","7100","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem\","REPARSE","Desired Access: Read","Registry"
"17:24:28.0747617","Conhost.exe","7100","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS","Desired Access: Read","Registry"
"17:24:28.0747826","Conhost.exe","7100","RegQueryValue","HKLM\System\CurrentControlSet\Control\FileSystem\LongPathsEnabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0","Registry"
"17:24:28.0747899","Conhost.exe","7100","RegCloseKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS","","Registry"
"17:24:28.0755722","Conhost.exe","7100","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions","REPARSE","Desired Access: Read","Registry"
"17:24:28.0755891","Conhost.exe","7100","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions","SUCCESS","Desired Access: Read","Registry"
"17:24:28.0756077","Conhost.exe","7100","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions\(Default)","SUCCESS","Type: REG_SZ, Length: 18, Data: 00060403","Registry"
"17:24:28.0756216","Conhost.exe","7100","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions\000604xx","SUCCESS","Type: REG_SZ, Length: 26, Data: kernel32.dll","Registry"
"17:24:28.0758470","Conhost.exe","7100","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value","Registry"
"17:24:28.0758599","Conhost.exe","7100","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value","Registry"
"17:24:28.0758804","Conhost.exe","7100","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\SmtDelaySleepLoopWindowSize","NAME NOT FOUND","Length: 80","Registry"
"17:24:28.0758899","Conhost.exe","7100","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\SmtDelaySpinCountThreshold","NAME NOT FOUND","Length: 80","Registry"
"17:24:28.0758983","Conhost.exe","7100","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\SmtDelayBaseYield","NAME NOT FOUND","Length: 80","Registry"
"17:24:28.0759077","Conhost.exe","7100","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\SmtFactorYield","NAME NOT FOUND","Length: 80","Registry"
"17:24:28.0759169","Conhost.exe","7100","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\SmtDelayMaxYield","NAME NOT FOUND","Length: 80","Registry"
"17:24:28.0759269","Conhost.exe","7100","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","","Registry"
"17:24:28.0761292","Conhost.exe","7100","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\770aa552-671a-5e97-579b-151709ec0dbd","NAME NOT FOUND","Length: 528","Registry"
"17:24:28.0761792","Conhost.exe","7100","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\770aa552-671a-5e97-579b-151709ec0dbd","NAME NOT FOUND","Length: 528","Registry"
"17:24:28.0762454","Conhost.exe","7100","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access","Registry"
"17:24:28.0762593","Conhost.exe","7100","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0","Registry"
"17:24:28.0762660","Conhost.exe","7100","RegOpenKey","HKCU\Console","SUCCESS","Desired Access: Read","Registry"
"17:24:28.0762755","Conhost.exe","7100","RegQueryValue","HKCU\Console\ForceV2","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1","Registry"
"17:24:28.0762955","Conhost.exe","7100","RegCloseKey","HKCU\Console","SUCCESS","","Registry"
"17:24:28.0772528","Conhost.exe","7100","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys","Registry"
"17:24:28.0772672","Conhost.exe","7100","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys","Registry"
"17:24:28.0772892","Conhost.exe","7100","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24","Registry"
"17:24:28.0772984","Conhost.exe","7100","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","","Registry"
"17:24:28.0773639","Conhost.exe","7100","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\ca967c75-04bf-40b5-9a16-98b5f9332a92","NAME NOT FOUND","Length: 528","Registry"
"17:24:28.0774101","Conhost.exe","7100","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\b6fd710b-f783-4b1c-ab9c-c68099dcc0c7","NAME NOT FOUND","Length: 528","Registry"
"17:24:28.0775017","Conhost.exe","7100","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\bf30465b-e93c-46fd-9cdf-f41c8904a01f","NAME NOT FOUND","Length: 528","Registry"
"17:24:28.0775343","Conhost.exe","7100","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\c1376338-0984-48b8-b933-9c7d779fd84d","NAME NOT FOUND","Length: 528","Registry"
"17:24:28.0775846","Conhost.exe","7100","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access","Registry"
"17:24:28.0775960","Conhost.exe","7100","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0","Registry"
"17:24:28.0776027","Conhost.exe","7100","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\Console\TrueTypeFont","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access","Registry"
"17:24:28.0776297","Conhost.exe","7100","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Console\TrueTypeFont","SUCCESS","Index: 0, Name: 0, Type: REG_SZ, Length: 30, Data: Lucida Console","Registry"
"17:24:28.0776373","Conhost.exe","7100","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Console\TrueTypeFont","SUCCESS","Index: 1, Name: 00, Type: REG_SZ, Length: 18, Data: Consolas","Registry"
"17:24:28.0776446","Conhost.exe","7100","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Console\TrueTypeFont","SUCCESS","Index: 2, Name: 932, Type: REG_SZ, Length: 18, Data: *ＭＳ ゴシック","Registry"
"17:24:28.0776508","Conhost.exe","7100","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Console\TrueTypeFont","SUCCESS","Index: 3, Name: 936, Type: REG_SZ, Length: 10, Data: *新宋体","Registry"
"17:24:28.0776565","Conhost.exe","7100","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Console\TrueTypeFont","NO MORE ENTRIES","Index: 4, Length: 2,048","Registry"
"17:24:28.0776642","Conhost.exe","7100","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Console\TrueTypeFont","SUCCESS","","Registry"
"17:24:28.0777534","Conhost.exe","7100","RegOpenKey","HKCU","SUCCESS","Desired Access: Read/Write","Registry"
"17:24:28.0777637","Conhost.exe","7100","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0","Registry"
"17:24:28.0777774","Conhost.exe","7100","RegOpenKey","HKCU\Console","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access","Registry"
"17:24:28.0777852","Conhost.exe","7100","RegQueryKey","HKCU\Console","SUCCESS","Query: HandleTags, HandleTags: 0x0","Registry"
"17:24:28.0777909","Conhost.exe","7100","RegOpenKey","HKCU\Console\%%Startup","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access","Registry"
"17:24:28.0778016","Conhost.exe","7100","RegQueryValue","HKCU\Console\%%Startup\DelegationConsole","NAME NOT FOUND","Length: 90","Registry"
"17:24:28.0778075","Conhost.exe","7100","RegQueryValue","HKCU\Console\%%Startup\DelegationTerminal","NAME NOT FOUND","Length: 90","Registry"
"17:24:28.0778148","Conhost.exe","7100","RegCloseKey","HKCU\Console\%%Startup","SUCCESS","","Registry"
"17:24:28.0778225","Conhost.exe","7100","RegCloseKey","HKCU\Console","SUCCESS","","Registry"
"17:24:28.0778298","Conhost.exe","7100","RegCloseKey","HKCU","SUCCESS","","Registry"
"17:24:28.0793614","Conhost.exe","7100","RegOpenKey","HKLM\System\CurrentControlSet\Control\Error Message Instrument\","REPARSE","Desired Access: Read","Registry"
"17:24:28.0793896","Conhost.exe","7100","RegOpenKey","HKLM\System\CurrentControlSet\Control\Error Message Instrument","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:28.0794237","Conhost.exe","7100","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\f25bcd2e-2690-55dc-3bc4-07b65b1b41c9","NAME NOT FOUND","Length: 528","Registry"
"17:24:28.0794711","Conhost.exe","7100","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys","Registry"
"17:24:28.0794839","Conhost.exe","7100","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\conhost.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys","Registry"
"17:24:28.0794949","Conhost.exe","7100","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Display","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:28.0795141","Conhost.exe","7100","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Display","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:28.0795215","Conhost.exe","7100","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\conhost.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys","Registry"
"17:24:28.0795285","Conhost.exe","7100","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Display","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:28.0795355","Conhost.exe","7100","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Display","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:28.0795600","Conhost.exe","7100","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","SUCCESS","Desired Access: Read","Registry"
"17:24:28.0795811","Conhost.exe","7100","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize\DisableMetaFiles","NAME NOT FOUND","Length: 20","Registry"
"17:24:28.0795912","Conhost.exe","7100","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","SUCCESS","","Registry"
"17:24:28.0796316","Conhost.exe","7100","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\conhost.exe","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:28.0796522","Conhost.exe","7100","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:28.0796656","Conhost.exe","7100","RegOpenKey","HKCU\Software\Policies\Microsoft\Windows\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:28.0796815","Conhost.exe","7100","RegOpenKey","HKCU\Control Panel\Desktop","SUCCESS","Desired Access: Read","Registry"
"17:24:28.0796950","Conhost.exe","7100","RegQueryValue","HKCU\Control Panel\Desktop\EnablePerProcessSystemDPI","NAME NOT FOUND","Length: 20","Registry"
"17:24:28.0797080","Conhost.exe","7100","RegCloseKey","HKCU\Control Panel\Desktop","SUCCESS","","Registry"
"17:24:28.0797922","Conhost.exe","7100","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\Compatibility32","SUCCESS","Desired Access: Read","Registry"
"17:24:28.0798096","Conhost.exe","7100","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Compatibility32\conhost","NAME NOT FOUND","Length: 172","Registry"
"17:24:28.0798257","Conhost.exe","7100","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Compatibility32","SUCCESS","","Registry"
"17:24:28.0798407","Conhost.exe","7100","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\IME Compatibility","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:28.0800131","Conhost.exe","7100","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access","Registry"
"17:24:28.0800282","Conhost.exe","7100","RegOpenKey","HKCU\Control Panel\Desktop\MuiCached\MachineLanguageConfiguration","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:28.0800409","Conhost.exe","7100","RegCloseKey","HKCU","SUCCESS","","Registry"
"17:24:28.0800514","Conhost.exe","7100","RegOpenKey","HKLM\Software\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:28.0800647","Conhost.exe","7100","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access","Registry"
"17:24:28.0800765","Conhost.exe","7100","RegOpenKey","HKCU\Software\Policies\Microsoft\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:28.0801127","Conhost.exe","7100","RegOpenKey","HKCU\Control Panel\Desktop\LanguageConfiguration","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:28.0801295","Conhost.exe","7100","RegCloseKey","HKCU","SUCCESS","","Registry"
"17:24:28.0801427","Conhost.exe","7100","RegOpenKey","HKLM\Software\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:28.0801557","Conhost.exe","7100","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access","Registry"
